time;pressure
2023-10-30T11:06:26;1004.58056640625
2023-10-30T11:06:27;1004.60205078125
2023-10-30T11:06:28;1004.685791015625
2023-10-30T11:06:29;1004.633544921875
2023-10-30T11:06:30;1004.605712890625
2023-10-30T11:06:31;1004.720703125
2023-10-30T11:06:32;1004.673095703125
2023-10-30T11:06:33;1004.73046875
2023-10-30T11:06:34;1004.684814453125
2023-10-30T11:06:35;1004.77490234375
2023-10-30T11:06:36;1004.77294921875
2023-10-30T11:06:37;1004.74462890625
2023-10-30T11:06:38;1004.749755859375
2023-10-30T11:06:39;1004.7041015625
2023-10-30T11:06:40;1004.7255859375
2023-10-30T11:06:41;1004.64599609375
2023-10-30T11:06:42;1004.602294921875
2023-10-30T11:06:43;1004.589111328125
2023-10-30T11:06:44;1004.577880859375
2023-10-30T11:06:45;1004.621826171875
2023-10-30T11:06:46;1004.624267578125
2023-10-30T11:06:47;1004.5927734375
2023-10-30T11:06:48;1004.58251953125
2023-10-30T11:06:49;1004.61328125
2023-10-30T11:06:50;1004.643310546875
2023-10-30T11:06:51;1004.575927734375
2023-10-30T11:06:52;1004.624755859375
2023-10-30T11:06:53;1004.61572265625
2023-10-30T11:06:54;1004.64013671875
2023-10-30T11:06:55;1004.660400390625
2023-10-30T11:06:56;1004.630126953125
2023-10-30T11:06:57;1004.545654296875
2023-10-30T11:06:58;1004.65478515625
2023-10-30T11:06:59;1004.582763671875
2023-10-30T11:07:00;1004.588623046875
2023-10-30T11:07:01;1004.693359375
2023-10-30T11:07:02;1004.61572265625
2023-10-30T11:07:03;1004.592041015625
2023-10-30T11:07:04;1004.61181640625
2023-10-30T11:07:05;1004.60009765625
2023-10-30T11:07:06;1004.552001953125
2023-10-30T11:07:07;1004.54443359375
2023-10-30T11:07:08;1004.5380859375
2023-10-30T11:07:09;1004.596435546875
2023-10-30T11:07:10;1004.625
2023-10-30T11:07:11;1004.6513671875
2023-10-30T11:07:12;1004.677734375
2023-10-30T11:07:13;1004.88037109375
2023-10-30T11:07:14;1004.825439453125
2023-10-30T11:07:15;1004.89208984375
2023-10-30T11:07:16;1004.796630859375
2023-10-30T11:07:17;1004.671875
2023-10-30T11:07:18;1004.6474609375
2023-10-30T11:07:19;1004.64404296875
2023-10-30T11:07:21;1004.61669921875
2023-10-30T11:07:22;1004.634765625
2023-10-30T11:07:23;1004.67578125
2023-10-30T11:07:24;1004.7451171875
2023-10-30T11:07:25;1004.63037109375
2023-10-30T11:07:26;1004.761474609375
2023-10-30T11:07:27;1004.726806640625
2023-10-30T11:07:28;1004.791259765625
2023-10-30T11:07:29;1004.727783203125
2023-10-30T11:07:30;1004.786865234375
2023-10-30T11:07:31;1004.760009765625
2023-10-30T11:07:32;1004.7216796875
2023-10-30T11:07:33;1004.682373046875
2023-10-30T11:07:34;1004.8017578125
2023-10-30T11:07:35;1004.73876953125
2023-10-30T11:07:36;1004.760986328125
2023-10-30T11:07:37;1004.720703125
2023-10-30T11:07:38;1004.849609375
2023-10-30T11:07:39;1004.872314453125
2023-10-30T11:07:40;1004.908935546875
2023-10-30T11:07:41;1004.857421875
2023-10-30T11:07:42;1005.0
2023-10-30T11:07:43;1004.897216796875
2023-10-30T11:07:44;1004.9033203125
2023-10-30T11:07:45;1004.89306640625
2023-10-30T11:07:46;1004.949951171875
2023-10-30T11:07:47;1004.940673828125
2023-10-30T11:07:48;1004.915771484375
2023-10-30T11:07:49;1004.933349609375
2023-10-30T11:07:50;1004.97998046875
2023-10-30T11:07:51;1004.96435546875
2023-10-30T11:07:52;1005.018310546875
2023-10-30T11:07:53;1004.95068359375
2023-10-30T11:07:54;1004.869140625
2023-10-30T11:07:55;1004.9638671875
2023-10-30T11:07:56;1004.947265625
2023-10-30T11:07:57;1004.953369140625
2023-10-30T11:07:58;1004.970458984375
2023-10-30T11:07:59;1005.076416015625
2023-10-30T11:08:00;1004.999267578125
2023-10-30T11:08:01;1004.934814453125
2023-10-30T11:08:02;1004.989013671875
2023-10-30T11:08:03;1005.018310546875
2023-10-30T11:08:04;1004.9677734375
2023-10-30T11:08:05;1004.960205078125
2023-10-30T11:08:06;1004.97705078125
2023-10-30T11:08:07;1004.915771484375
2023-10-30T11:08:08;1004.92333984375
2023-10-30T11:08:09;1004.9111328125
2023-10-30T11:08:10;1004.909423828125
2023-10-30T11:08:11;1004.953369140625
2023-10-30T11:08:12;1005.02392578125
2023-10-30T11:08:13;1004.969482421875
2023-10-30T11:08:14;1004.927001953125
2023-10-30T11:08:15;1004.960693359375
2023-10-30T11:08:16;1004.91259765625
2023-10-30T11:08:17;1004.90576171875
2023-10-30T11:08:18;1004.88623046875
2023-10-30T11:08:19;1004.90966796875
2023-10-30T11:08:20;1004.900146484375
2023-10-30T11:08:21;1004.927490234375
2023-10-30T11:08:22;1005.005615234375
2023-10-30T11:08:23;1004.9951171875
2023-10-30T11:08:24;1004.970703125
2023-10-30T11:08:25;1004.869140625
2023-10-30T11:08:26;1004.86865234375
2023-10-30T11:08:28;1004.913818359375
2023-10-30T11:08:29;1004.8798828125
2023-10-30T11:08:30;1004.833984375
2023-10-30T11:08:31;1004.84716796875
2023-10-30T11:08:32;1004.87939453125
2023-10-30T11:08:33;1004.801025390625
2023-10-30T11:08:34;1004.76318359375
2023-10-30T11:08:35;1004.77734375
2023-10-30T11:08:36;1004.811279296875
2023-10-30T11:08:37;1004.83544921875
2023-10-30T11:08:38;1004.81298828125
2023-10-30T11:08:39;1004.920654296875
2023-10-30T11:08:40;1004.871337890625
2023-10-30T11:08:41;1004.8779296875
